"ref_yy","CSDuid","metcode","metro","first_value(muni)","total_structures","share_three_to_five","share_six_to_twenty","share_twentyone_to_sixty","share_sixtyone_to_onehundred","share_greater_than_onehundred","avg_number_of_units"
"2016","3521010","2270","TORONTO","BRAMPTON CY",1,0,0,100,0,0,50
"2017","3506008","1265","OTTAWA","OTTAWA CV",23,4.347826086957,65.217391304348,8.695652173913,4.347826086957,17.391304347826,51.5652173913044
"2018","2471033","1060","MONTRÉAL","LES COTEAUX MÉ",1,0,100,0,0,0,7
"2018","3506008","1265","OTTAWA","OTTAWA CV",21,0,76.190476190476,9.52380952381,4.761904761905,9.52380952381,32.7619047619048
"2019","5915022","2410","VANCOUVER","VANCOUVER CY",44,2.272727272727,29.545454545455,27.272727272727,18.181818181818,22.727272727273,69.7272727272727
"2022","4811013","0340","EDMONTON","BEAUMONT T",1,0,100,0,0,0,12
"1988","2463220","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988","3519028","2270","TORONTO","VAUGHAN CY",1,0,0,0,0,100,196
"1989","2452480","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","5915039","2410","VANCOUVER","PORT COQUITLAM CY",3,0,66.666666666667,33.333333333333,0,0,22
"2000","2466035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",6,66.666666666667,16.666666666667,0,16.666666666667,0,15.8333333333333
"2003","2474005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2008","2470022","1060","MONTRÉAL","BEAUHARNOIS V",2,0,100,0,0,0,6
"2011","2471040","1060","MONTRÉAL","BELOEIL V",2,50,50,0,0,0,5.5
"2016","2471065","1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",2,100,0,0,0,0,4
"2017","5915011","2410","VANCOUVER","DELTA DM",1,0,0,0,0,100,105
"2018","3521005","2270","TORONTO","AJAX T",9,0,22.222222222222,33.333333333333,0,44.444444444444,156.666666666667
"2020","2463048","1060","MONTRÉAL","SAINT-LIN--LAURENTIDES V",5,0,100,0,0,0,6
"2021","2455057","1060","MONTRÉAL","RICHELIEU V",1,0,100,0,0,0,20
"2021","2471060","1060","MONTRÉAL","L'ÎLE-PERROT V",NA,NA,NA,NA,NA,NA,NA
"1992","2463220","1060",NA,NA,12,83.333333333333,8.333333333333,8.333333333333,0,0,6.33333333333333
"1997","3520008","2270",NA,NA,4,0,0,25,0,75,132.75
"1998","2474005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2005","2472025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",3,0,100,0,0,0,6
"2007","5915001","2410","VANCOUVER","LANGLEY DM",NA,NA,NA,NA,NA,NA,NA
"2012","2459020","1060","MONTRÉAL","CANDIAC V",6,0,100,0,0,0,6
"2012","2470022","1060","MONTRÉAL","BEAUHARNOIS V",3,33.333333333333,66.666666666667,0,0,0,6
"2015","2459020","1060","MONTRÉAL","CANDIAC V",1,0,0,100,0,0,50
"2019","2466142","1060","MONTRÉAL","DOLLARD DES ORMEAUX V",2,0,0,100,0,0,39.5
"2019","4806021","0140","CALGARY","AIRDRIE CY",1,0,100,0,0,0,8
"2020","2458227","1060","MONTRÉAL","LONGUEUIL V",32,12.5,75,9.375,0,3.125,15.3125
"2022","2466007","1060","MONTRÉAL","BROSSARD V",1,0,100,0,0,0,6
"2022","2471033","1060","MONTRÉAL","LES COTEAUX MÉ",1,0,0,100,0,0,24
"2022","4806017","0140","CALGARY","CHESTERMERE T",NA,NA,NA,NA,NA,NA,NA
"1994","3521005","2270","TORONTO","AJAX T",2,0,0,0,50,50,100
"2003","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",NA,NA,NA,NA,NA,NA,NA
"2004","2472010","1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,16
"2010","3502048","1265","OTTAWA","RUSSELL TP",NA,NA,NA,NA,NA,NA,NA
"2014","2471060","1060","MONTRÉAL","L'ÎLE-PERROT V",1,100,0,0,0,0,4
"2020","2457025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",1,0,100,0,0,0,16
"2021","2460028","1060","MONTRÉAL","L'ASSOMPTION V",5,0,100,0,0,0,11.4
"2022","4811019","0340","EDMONTON","CALMAR T",NA,NA,NA,NA,NA,NA,NA
"1989","2465180","1060",NA,NA,5,0,100,0,0,0,8
"1992","2457320","1060",NA,NA,2,50,50,0,0,0,10
"2000","2472005","1060","MONTRÉAL","SAINT-COLOMBAN V",2,0,100,0,0,0,12
"2002","5915022","2410","VANCOUVER","VANCOUVER CY",15,13.333333333333,6.666666666667,26.666666666667,13.333333333333,40,82.5333333333333
"2003","2467045","1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",1,0,100,0,0,0,6
"2003","2473005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2004","2467040","1060","MONTRÉAL","BELOEIL V",1,0,100,0,0,0,6
"2008","2457040","1060","MONTRÉAL","BELOEIL V",3,0,100,0,0,0,8
"2014","2466097","1060","MONTRÉAL","POINTE-CLAIRE V",1,0,0,100,0,0,53
"2014","2475005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2014","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",4,0,0,25,50,25,84
"2018","2467025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",1,0,100,0,0,0,12
"2019","2458007","1060","MONTRÉAL","BROSSARD V",19,10.526315789474,52.631578947368,10.526315789474,5.263157894737,21.052631578947,54.7368421052632
"2022","4811068","0340","EDMONTON","MORINVILLE T",1,100,0,0,0,0,4
"1990","2466420","1060",NA,NA,3,0,100,0,0,0,10.6666666666667
"1992","3520008","2270",NA,NA,8,0,12.5,12.5,0,75,131.25
"1995","2457025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",1,100,0,0,0,0,4
"1997","2458005","1060","MONTRÉAL","SAINT-COLOMBAN V",3,0,100,0,0,0,8.66666666666667
"2001","2466025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",61,24.590163934426,62.295081967213,9.83606557377,3.27868852459,0,11.8196721311475
"2005","2472015","1060","MONTRÉAL","SAINT-AMABLE MÉ",3,66.666666666667,33.333333333333,0,0,0,5.33333333333333
"2008","2465005","1060","MONTRÉAL","SAINT-COLOMBAN V",32,18.75,65.625,3.125,0,12.5,31.875
"2011","2452007","1060","MONTRÉAL","BROSSARD V",2,0,100,0,0,0,6
"2013","2457035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",3,0,66.666666666667,33.333333333333,0,0,15.3333333333333
"2013","2458007","1060","MONTRÉAL","BROSSARD V",3,0,100,0,0,0,8
"2014","2473015","1060","MONTRÉAL","SAINT-AMABLE MÉ",4,0,50,25,25,0,32.75
"2015","3520005","2270","TORONTO","AJAX T",59,0,22.033898305085,28.813559322034,8.474576271186,40.677966101695,137.559322033898
"2020","3502036","1265","OTTAWA","CLARENCE-ROCKLAND C",1,0,100,0,0,0,12
"2022","2466023","1060","MONTRÉAL","MONTRÉAL V",68,4.411764705882,38.235294117647,16.176470588235,16.176470588235,25,70.3970588235294
"2022","3524009","2270","TORONTO","MILTON T",2,0,0,0,0,100,127.5
"1989","3506009","1265",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","2473180","1060",NA,NA,1,0,100,0,0,0,6
"1993","3524015","2270","TORONTO","HALTON HILLS T",1,0,0,0,0,100,168
"1997","2458015","1060","MONTRÉAL","SAINT-AMABLE MÉ",3,0,100,0,0,0,6
"1999","2466010","1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,0,0,100,0,64
"1999","3519038","2270","TORONTO","RICHMOND HILL T",1,0,0,0,0,100,158
"2004","2467035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2004","3506008","1265","OTTAWA","OTTAWA CV",11,9.090909090909,36.363636363636,18.181818181818,27.272727272727,9.090909090909,47.7272727272727
"2005","5915025","2410","VANCOUVER","BURNABY CY",6,0,0,0,16.666666666667,83.333333333333,141.166666666667
"2011","2471083","1060","MONTRÉAL","VAUDREUIL-DORION V",7,0,85.714285714286,14.285714285714,0,0,16.2857142857143
"2012","5915007","2410","VANCOUVER","WHITE ROCK CY",3,0,66.666666666667,0,33.333333333333,0,39.6666666666667
"2014","5915075","2410","VANCOUVER","MAPLE RIDGE CY",1,0,0,0,100,0,81
"2016","2457040","1060","MONTRÉAL","BELOEIL V",1,0,100,0,0,0,6
"2018","2466097","1060","MONTRÉAL","POINTE-CLAIRE V",3,0,0,33.333333333333,66.666666666667,0,63
"2019","2470022","1060","MONTRÉAL","BEAUHARNOIS V",1,0,100,0,0,0,6
"2021","5915011","2410","VANCOUVER","DELTA DM",2,0,0,0,100,0,94
"1990","5911025","2410","VANCOUVER","BURNABY CY",4,0,0,75,25,0,51
"1991","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",3,0,33.333333333333,33.333333333333,0,33.333333333333,55.6666666666667
"1992","2462280","1060",NA,NA,3,33.333333333333,66.666666666667,0,0,0,5.33333333333333
"1999","4811052","0340","EDMONTON","STRATHCONA COUNTY SM",2,0,0,50,0,50,93
"2000","2466140","1060",NA,NA,1,0,0,0,100,0,77
"2002","2460010","1060","MONTRÉAL","DEUX-MONTAGNES V",2,0,100,0,0,0,7.5
"2008","3519036","2270","TORONTO","MARKHAM T",NA,NA,NA,NA,NA,NA,NA
"2010","2457020","1060","MONTRÉAL","CANDIAC V",4,0,100,0,0,0,12
"2013","2457020","1060","MONTRÉAL","CANDIAC V",3,0,100,0,0,0,6
"2015","2464015","1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2015","2467045","1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",1,100,0,0,0,0,5
"2017","2471025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",1,0,100,0,0,0,6
"2018","2452007","1060","MONTRÉAL","BROSSARD V",2,0,100,0,0,0,6
"2018","2473020","1060","MONTRÉAL","CANDIAC V",2,50,50,0,0,0,10.5
"2018","5915015","2410","VANCOUVER","RICHMOND CY",11,0,0,27.272727272727,9.090909090909,63.636363636364,97.9090909090909
"2021","3519038","2270","TORONTO","RICHMOND HILL T",5,0,60,0,0,40,164.8
"1989","3519036","2270","TORONTO","MARKHAM T",2,0,0,50,0,50,155.5
"1990","5911019","2410",NA,NA,5,0,80,20,0,0,20.6
"1991","3521024","2270","TORONTO","CALEDON T",2,0,0,100,0,0,31.5
"1994","3520006","2270",NA,NA,1,0,100,0,0,0,12
"1996","2467015","1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2003","2457005","1060","MONTRÉAL","SAINT-COLOMBAN V",4,0,100,0,0,0,6
"2006","3519028","2270","TORONTO","VAUGHAN CY",1,0,0,0,100,0,81
"2009","5915001","2410","VANCOUVER","LANGLEY DM",1,0,0,0,0,100,126
"2017","2460005","1060","MONTRÉAL","SAINT-COLOMBAN V",9,11.111111111111,88.888888888889,0,0,0,6
"2017","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",1,0,0,100,0,0,33
"2017","2475017","1060","MONTRÉAL","SAINT-JÉRÔME V",26,61.538461538462,30.769230769231,7.692307692308,0,0,7.19230769230769
"2018","4811062","0340","EDMONTON","ST. ALBERT CY",NA,NA,NA,NA,NA,NA,NA
"2020","2460005","1060","MONTRÉAL","SAINT-COLOMBAN V",1,100,0,0,0,0,4
"1989","2452550","1060",NA,NA,1,0,100,0,0,0,6
"1994","2467020","1060","MONTRÉAL","CANDIAC V",4,0,100,0,0,0,8
"1995","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",1,0,0,100,0,0,42
"1998","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",3,0,0,100,0,0,28.3333333333333
"2001","2460015","1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2001","3519038","2270","TORONTO","RICHMOND HILL T",1,0,0,0,0,100,144
"2002","5915043","2410","VANCOUVER","PORT MOODY CY",4,50,0,25,25,0,34
"2004","3502048","1265","OTTAWA","RUSSELL TP",1,100,0,0,0,0,4
"2005","2459020","1060","MONTRÉAL","CANDIAC V",2,0,100,0,0,0,8
"2006","3524001","2270","TORONTO","PICKERING CY",1,0,0,0,0,100,138
"2006","5915022","2410","VANCOUVER","VANCOUVER CY",24,4.166666666667,25,29.166666666667,20.833333333333,20.833333333333,59.75
"2007","5915055","2410","VANCOUVER","WEST VANCOUVER DM",1,0,100,0,0,0,8
"2010","2452007","1060","MONTRÉAL","BROSSARD V",4,0,100,0,0,0,6
"2011","2460028","1060","MONTRÉAL","L'ASSOMPTION V",2,0,100,0,0,0,10
"2014","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",2,0,0,50,0,50,137.5
"2015","2457030","1060","MONTRÉAL","BOIS-DES-FILION V",1,0,100,0,0,0,6
"2022","5915011","2410","VANCOUVER","DELTA DM",1,0,0,100,0,0,34
"1990","2464500","1060",NA,NA,53,11.320754716981,84.905660377358,0,0,3.77358490566,14.0188679245283
"1990","2465320","1060",NA,NA,8,12.5,75,12.5,0,0,9.25
"1991","2463110","1060",NA,NA,3,0,100,0,0,0,9.33333333333333
"1998","2466035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,0,0,100,0,0,48
"2000","2466040","1060","MONTRÉAL","BELOEIL V",2,0,100,0,0,0,7.5
"2002","2466023","1060","MONTRÉAL","MONTRÉAL V",100,13,69,8,7,3,18.73
"2003","2452007","1060","MONTRÉAL","BROSSARD V",NA,NA,NA,NA,NA,NA,NA
"2009","2458007","1060","MONTRÉAL","BROSSARD V",22,0,81.818181818182,13.636363636364,4.545454545455,0,13.6363636363636
"2010","2467040","1060","MONTRÉAL","BELOEIL V",NA,NA,NA,NA,NA,NA,NA
"2011","3519036","2270","TORONTO","MARKHAM T",1,0,0,0,0,100,253
"2013","2474005","1060","MONTRÉAL","SAINT-COLOMBAN V",5,40,40,20,0,0,13.6
"2013","5915001","2410","VANCOUVER","LANGLEY DM",2,0,0,50,50,0,62
"2019","2472025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",1,0,100,0,0,0,12
"2022","2455065","1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",NA,NA,NA,NA,NA,NA,NA
"1993","2472200","1060",NA,NA,1,0,100,0,0,0,8
"1996","2473015","1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"1997","5915015","2410","VANCOUVER","RICHMOND CY",2,0,50,0,50,0,46.5
"2001","2459020","1060","MONTRÉAL","CANDIAC V",NA,NA,NA,NA,NA,NA,NA
"2008","4811056","0340","EDMONTON","FORT SASKATCHEWAN CY",2,0,0,50,0,50,106
"2012","3519028","2270","TORONTO","VAUGHAN CY",2,0,0,0,0,100,209.5
"2012","4811062","0340","EDMONTON","ST. ALBERT CY",2,0,0,50,50,0,59
"2021","5915007","2410","VANCOUVER","WHITE ROCK CY",1,0,0,0,0,100,178
"1990","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",5,0,100,0,0,0,12.6
"1993","2456580","1060",NA,NA,1,0,100,0,0,0,16
"1998","2460015","1060","MONTRÉAL","SAINT-AMABLE MÉ",1,0,100,0,0,0,6
"1998","2466020","1060","MONTRÉAL","CANDIAC V",1,0,100,0,0,0,6
"2002","3502044","1265",NA,NA,1,0,100,0,0,0,6
"2003","5915055","2410","VANCOUVER","WEST VANCOUVER DM",3,0,66.666666666667,33.333333333333,0,0,19.6666666666667
"2006","2466102","1060","MONTRÉAL","KIRKLAND V",1,100,0,0,0,0,5
"2007","2473010","1060","MONTRÉAL","DEUX-MONTAGNES V",2,0,100,0,0,0,11
"2012","2452007","1060","MONTRÉAL","BROSSARD V",2,0,100,0,0,0,6
"2012","3519036","2270","TORONTO","MARKHAM T",12,33.333333333333,33.333333333333,0,0,33.333333333333,98.75
"2014","2471025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",NA,NA,NA,NA,NA,NA,NA
"2016","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",5,0,0,0,60,40,107.4
"2017","2457030","1060","MONTRÉAL","BOIS-DES-FILION V",1,100,0,0,0,0,5
"2017","2467045","1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",1,0,100,0,0,0,12
"2017","2471033","1060","MONTRÉAL","LES COTEAUX MÉ",2,0,100,0,0,0,6
"2021","4811052","0340","EDMONTON","STRATHCONA COUNTY SM",2,0,50,0,0,50,55
"1992","2456400","1060",NA,NA,5,20,60,20,0,0,10.6
"1999","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",2,0,0,0,100,0,76.5
"2002","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",1,0,0,0,100,0,61
"2014","2467015","1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2017","2459025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",NA,NA,NA,NA,NA,NA,NA
"2017","2467010","1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"1990","2472260","1060",NA,NA,8,50,50,0,0,0,5.25
"1991","3520004","2270",NA,NA,15,0,26.666666666667,33.333333333333,0,40,74.7333333333333
"1994","2473035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"1995","2472005","1060","MONTRÉAL","SAINT-COLOMBAN V",2,100,0,0,0,0,4
"1996","2466035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"1999","2466065","1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",9,0,88.888888888889,11.111111111111,0,0,8.11111111111111
"2000","2466095","1060","MONTRÉAL","L'ÎLE-CADIEUX V",1,0,0,0,0,100,137
"2005","2460028","1060","MONTRÉAL","L'ASSOMPTION V",8,12.5,87.5,0,0,0,7.25
"2007","3519028","2270","TORONTO","VAUGHAN CY",1,0,0,0,0,100,225
"2009","2472015","1060","MONTRÉAL","SAINT-AMABLE MÉ",8,0,100,0,0,0,6
"2011","2472025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",2,0,100,0,0,0,6
"2012","2472010","1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,8
"2012","4806016","0140","CALGARY","CALGARY CY",33,15.151515151515,3.030303030303,33.333333333333,18.181818181818,30.30303030303,76.1212121212121
"2013","4811061","0340","EDMONTON","EDMONTON CY",39,0,23.076923076923,25.641025641026,35.897435897436,15.384615384615,67.3846153846154
"2014","2459020","1060","MONTRÉAL","CANDIAC V",1,0,0,100,0,0,58
"2015","3502048","1265","OTTAWA","RUSSELL TP",1,0,0,100,0,0,30
"2015","3521005","2270","TORONTO","AJAX T",3,0,0,0,0,100,439.666666666667
"2016","2457010","1060","MONTRÉAL","DEUX-MONTAGNES V",5,0,100,0,0,0,8.8
"2018","2473015","1060","MONTRÉAL","SAINT-AMABLE MÉ",8,0,87.5,0,0,12.5,24.625
"2019","5915055","2410","VANCOUVER","WEST VANCOUVER DM",NA,NA,NA,NA,NA,NA,NA
"2021","4811059","0340","EDMONTON","STURGEON COUNTY MD",NA,NA,NA,NA,NA,NA,NA
"1989","2472150","1060",NA,NA,3,33.333333333333,66.666666666667,0,0,0,6.66666666666667
"1989","3519038","2270","TORONTO","RICHMOND HILL T",2,0,0,0,0,100,204.5
"1989","5915022","2410","VANCOUVER","VANCOUVER CY",47,2.127659574468,34.042553191489,46.808510638298,10.63829787234,6.382978723404,35.7659574468085
"1993","3506006","1265",NA,NA,3,0,100,0,0,0,12
"1995","2466040","1060","MONTRÉAL","BELOEIL V",5,0,80,20,0,0,11.2
"1995","5915039","2410","VANCOUVER","PORT COQUITLAM CY",6,0,66.666666666667,33.333333333333,0,0,21.5
"1998","5915011","2410","VANCOUVER","DELTA DM",1,0,0,100,0,0,27
"1999","2472005","1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,100,0,0,0,12
"1999","4811062","0340","EDMONTON","ST. ALBERT CY",1,0,0,100,0,0,39
"2001","2466140","1060",NA,NA,1,0,100,0,0,0,12
"2005","2459010","1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,6
"2009","4811062","0340","EDMONTON","ST. ALBERT CY",1,0,0,0,100,0,82
"2011","2458037","1060","MONTRÉAL","SAINT-BRUNO-DE-MONTARVILLE V",2,0,50,50,0,0,16.5
"2017","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",2,0,0,50,50,0,62
"2020","2467025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",2,0,50,0,50,0,54
"2021","3518001","2270","TORONTO","PICKERING CY",1,0,0,0,0,100,324
"1992","2466380","1060",NA,NA,4,50,50,0,0,0,5.5
"1992","3521005","2270","TORONTO","AJAX T",2,0,0,0,0,100,154
"1994","2473005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1997","2457005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2004","5915020","2410","VANCOUVER","GREATER VANCOUVER A RDA",2,0,0,0,100,0,86
"2006","2475017","1060","MONTRÉAL","SAINT-JÉRÔME V",12,0,100,0,0,0,7
"2013","2471083","1060","MONTRÉAL","VAUDREUIL-DORION V",10,0,90,10,0,0,12
"2018","2471105","1060","MONTRÉAL","SAINT-LAZARE V",3,0,100,0,0,0,9
"2020","3524001","2270","TORONTO","PICKERING CY",4,0,0,0,0,100,183.25
"1988","3506014","1265",NA,NA,3,0,33.333333333333,33.333333333333,33.333333333333,0,47.6666666666667
"1995","2464015","1060","MONTRÉAL","SAINT-AMABLE MÉ",2,0,100,0,0,0,6
"2006","4811061","0340","EDMONTON","EDMONTON CY",30,0,43.333333333333,13.333333333333,30,13.333333333333,50
"2008","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"2010","2473035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",8,0,100,0,0,0,8
"2010","3521010","2270","TORONTO","BRAMPTON CY",1,0,0,100,0,0,26
"2011","3502036","1265","OTTAWA","CLARENCE-ROCKLAND C",3,0,100,0,0,0,8.66666666666667
"2015","5915034","2410","VANCOUVER","COQUITLAM CY",2,0,0,50,0,50,109.5
"2018","2459020","1060","MONTRÉAL","CANDIAC V",1,0,100,0,0,0,13
"2019","5915062","2410","VANCOUVER","BOWEN ISLAND IM",NA,NA,NA,NA,NA,NA,NA
"2020","3518001","2270","TORONTO","PICKERING CY",2,0,0,0,0,100,193.5
"2020","4806021","0140","CALGARY","AIRDRIE CY",1,0,0,100,0,0,44
"2020","4811056","0340","EDMONTON","FORT SASKATCHEWAN CY",NA,NA,NA,NA,NA,NA,NA
"2020","5915004","2410","VANCOUVER","SURREY CY",3,0,0,66.666666666667,33.333333333333,0,52
"2022","5915062","2410","VANCOUVER","BOWEN ISLAND IM",NA,NA,NA,NA,NA,NA,NA
"2022","5915075","2410","VANCOUVER","MAPLE RIDGE CY",1,0,0,100,0,0,54
"1991","2465200","1060",NA,NA,3,33.333333333333,33.333333333333,0,33.333333333333,0,35.6666666666667
"1998","2458015","1060","MONTRÉAL","SAINT-AMABLE MÉ",4,25,75,0,0,0,6.25
"2001","2464015","1060","MONTRÉAL","SAINT-AMABLE MÉ",2,0,100,0,0,0,6
"2005","2457025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",NA,NA,NA,NA,NA,NA,NA
"2006","2460028","1060","MONTRÉAL","L'ASSOMPTION V",1,0,100,0,0,0,6
"2007","2471055","1060","MONTRÉAL","POINTE-DES-CASCADES VL",1,0,100,0,0,0,6
"2009","2472025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",2,0,100,0,0,0,6
"2013","2471040","1060","MONTRÉAL","BELOEIL V",1,0,100,0,0,0,6
"2019","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",3,0,33.333333333333,33.333333333333,0,33.333333333333,75
"2020","2455065","1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",NA,NA,NA,NA,NA,NA,NA
"2021","2467045","1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",NA,NA,NA,NA,NA,NA,NA
"2021","2472005","1060","MONTRÉAL","SAINT-COLOMBAN V",2,0,50,50,0,0,24
"2022","2467035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",7,0,28.571428571429,57.142857142857,0,14.285714285714,51.5714285714286
"2022","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",3,0,0,0,66.666666666667,33.333333333333,166.666666666667
"1989","2457400","1060",NA,NA,1,0,100,0,0,0,12
"1989","3519046","2270","TORONTO","AURORA T",NA,NA,NA,NA,NA,NA,NA
"1990","3519070","2270","TORONTO","GEORGINA T",1,0,0,100,0,0,36
"1994","4811018","0340","EDMONTON","DEVON T",1,0,100,0,0,0,8
"1994","5915002","2410","VANCOUVER","LANGLEY CY",5,0,0,100,0,0,34.4
"1996","2465005","1060","MONTRÉAL","SAINT-COLOMBAN V",12,25,75,0,0,0,8.5
"1996","2466075","1060","MONTRÉAL","TERRASSE-VAUDREUIL MÉ",2,0,100,0,0,0,7.5
"1998","2473010","1060","MONTRÉAL","DEUX-MONTAGNES V",8,0,100,0,0,0,6
"2001","2471083","1060","MONTRÉAL","VAUDREUIL-DORION V",1,0,100,0,0,0,6
"2002","2457040","1060","MONTRÉAL","BELOEIL V",2,100,0,0,0,0,4
"2002","2473010","1060","MONTRÉAL","DEUX-MONTAGNES V",10,10,80,0,0,10,17.4
"2006","2472020","1060","MONTRÉAL","CANDIAC V",NA,NA,NA,NA,NA,NA,NA
"2011","4811049","0340","EDMONTON","SPRUCE GROVE CY",1,0,0,0,0,100,103
"2012","3519046","2270","TORONTO","AURORA T",1,0,0,0,0,100,157
"2013","2457040","1060","MONTRÉAL","BELOEIL V",1,100,0,0,0,0,4
"2014","2452007","1060","MONTRÉAL","BROSSARD V",NA,NA,NA,NA,NA,NA,NA
"2014","2472010","1060","MONTRÉAL","DEUX-MONTAGNES V",2,0,100,0,0,0,12
"2014","3519038","2270","TORONTO","RICHMOND HILL T",4,0,0,0,0,100,302
"2014","3520005","2270","TORONTO","AJAX T",39,2.564102564103,17.948717948718,20.512820512821,17.948717948718,41.025641025641,169.589743589744
"2017","4811052","0340","EDMONTON","STRATHCONA COUNTY SM",1,0,0,100,0,0,51
"2022","2460028","1060","MONTRÉAL","L'ASSOMPTION V",4,50,25,0,0,25,30
"1991","2466500","1060",NA,NA,8,75,25,0,0,0,5
"1992","2462240","1060",NA,NA,1,100,0,0,0,0,4
"1992","2473650","1060",NA,NA,2,50,50,0,0,0,5
"1996","2460010","1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,6
"1997","2464005","1060","MONTRÉAL","SAINT-COLOMBAN V",4,0,100,0,0,0,9
"1999","2459020","1060","MONTRÉAL","CANDIAC V",NA,NA,NA,NA,NA,NA,NA
"2002","3502036","1265","OTTAWA","CLARENCE-ROCKLAND C",1,0,100,0,0,0,6
"2003","3519028","2270","TORONTO","VAUGHAN CY",1,0,0,0,100,0,97
"2007","2467035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2014","3521010","2270","TORONTO","BRAMPTON CY",1,0,0,0,0,100,103
"2019","2457040","1060","MONTRÉAL","BELOEIL V",2,50,0,50,0,0,17
